0.946232488,0.898920863,0.927697842,0.900539568,1,0.999640288,0.771133094
0.946232488,0.898920863,0.927697842,0.900539568,1,0.999640288,0.771133094
0.946232488,0.898920863,0.927697842,0.900539568,1,0.999640288,0.771133094
0.884892086,0.864388489,0.911870504,0.993705036,0.899280576,0.898920863,0.715377698
0.946232488,0.898920863,0.927697842,0.900539568,1,0.999640288,0.771133094
0.946232488,0.898920863,0.927697842,0.900539568,1,0.999640288,0.771133094
0.946232488,0.898920863,0.927697842,0.900539568,1,0.999640288,0.771133094
,,,,,,
0.93790231,0.846402878,0.831654676,0.734892086,0.967446043,0.709982014,0.238758993
0.88943582,0.886330935,0.774100719,0.677338129,0.961870504,0.660791367,0.274190647
0.849678152,0.765107914,0.909352518,0.85,0.855755396,0.797841727,0.166726619
0.734570239,0.676258993,0.833093525,0.960791367,0.70971223,0.811330935,0.070323741
0.83756153,0.805395683,0.744964029,0.702338129,0.895683453,0.741906475,0.191097122
0.710336994,0.655755396,0.807913669,0.877697842,0.692805755,0.904316547,0.057553957
0.234759561,0.242446043,0.11942446,0.022661871,0.307194245,0.095323741,0.711420863
,,,,,,
0.902688376,0.811151079,0.802877698,0.730755396,0.940467626,0.694064748,0.204856115
0.868989019,0.848201439,0.751438849,0.673201439,0.969244604,0.653147482,0.256834532
0.834532374,0.74676259,0.885971223,0.845863309,0.853597122,0.783363309,0.141906475
0.723589549,0.66618705,0.820863309,0.930215827,0.697392086,0.791366906,0.034082734
0.862173419,0.810071942,0.757913669,0.701978417,0.946582734,0.703147482,0.203866906
0.708822416,0.653956835,0.806115108,0.876618705,0.685071942,0.882643885,0.023741007
0.205225293,0.202158273,0.094604317,0.01852518,0.300179856,0.113848921,0.715827338
,,,,,,
0.83756153,0.74676259,0.757913669,0.725179856,0.808723022,0.659892086,0.105305755
0.763725861,0.767625899,0.708273381,0.667625899,0.791366906,0.618615108,0.116546763
0.780764862,0.706115108,0.858633094,0.833093525,0.854406475,0.765107914,0.116097122
0.71601666,0.658273381,0.815107914,0.926079137,0.685971223,0.772931655,0.013129496
0.811813707,0.752158273,0.742086331,0.689208633,0.991097122,0.662589928,0.213938849
0.70579326,0.651438849,0.803597122,0.874640288,0.679406475,0.863848921,0.007014388
0.887921242,0.876258993,0.949640288,0.989388489,0.93192446,0.923920863,0.499100719
,,,,,,
0.843241197,0.721942446,0.747841727,0.714028777,0.726079137,0.629046763,0.068705036
0.744414994,0.742086331,0.689568345,0.664388489,0.758902878,0.607194245,0.1
0.763347217,0.69028777,0.852158273,0.835611511,0.784532374,0.741276978,0.070863309
0.711094282,0.655035971,0.808992806,0.913489209,0.682374101,0.762679856,0.007823741
0.739113972,0.723381295,0.722661871,0.685971223,0.972302158,0.655305755,0.169244604
0.704278682,0.649280576,0.802517986,0.874100719,0.675629496,0.852607914,0.002248201
0.866338508,0.896043165,0.949640288,0.991007194,0.980755396,0.931834532,0.613399281
,,,,,,
0.837940174,0.706834532,0.744964029,0.712410072,0.726528777,0.625089928,0.071672662
0.728890572,0.73705036,0.684172662,0.663309353,0.754766187,0.601798561,0.088669065
0.764104506,0.68381295,0.85,0.831115108,0.770593525,0.733992806,0.065107914
0.710715638,0.653956835,0.807194245,0.911510791,0.682014388,0.759172662,0.007464029
0.730783794,0.716546763,0.71618705,0.684892086,0.960341727,0.651438849,0.154676259
0.704278682,0.648920863,0.802517986,0.874100719,0.675,0.849190647,0.001798561
0.878076486,0.915107914,0.952158273,0.995683453,0.974100719,0.94442446,0.642176259
,,,,,,
0.811435062,0.695323741,0.733453237,0.710791367,0.701888489,0.609352518,0.04397482
0.718288527,0.721582734,0.68057554,0.651079137,0.723920863,0.569154676,0.06897482
0.745929572,0.676978417,0.844964029,0.817805755,0.748291367,0.70602518,0.053507194
0.706550549,0.649640288,0.803956835,0.912230216,0.677068345,0.737769784,0.00647482
0.700113593,0.671582734,0.687769784,0.676798561,0.806115108,0.618435252,0.070593525
0.699734949,0.644604317,0.798561151,0.873021583,0.670053957,0.832643885,0.001169065
0.101476713,0.067985612,0.036690647,0.004136691,0.010971223,0.018345324,0.238848921
,,,,,,
,,,,,,
0.814085574,0.7,0.736690647,0.710611511,0.702877698,0.609982014,0.043435252
0.725104127,0.720143885,0.679496403,0.651618705,0.724820144,0.569514388,0.071672662
0.742900417,0.678417266,0.843884892,0.817266187,0.755485612,0.706654676,0.058453237
0.706929193,0.65,0.805035971,0.909172662,0.677158273,0.738129496,0.006564748
0.701628171,0.673021583,0.688848921,0.676798561,0.81294964,0.619604317,0.073920863
0.700113593,0.644964029,0.798561151,0.873021583,0.670143885,0.832913669,0.001169065
0.108292314,0.073741007,0.041007194,0.003956835,0.012140288,0.018165468,0.239478417
