1,1,1,1,1,1,1,,,,,,,,,
0.053767512,0.101079137,0.072302158,0.099460432,0,0.000359712,0.228866906,,,,,,,,,
0.946232488,0.898920863,0.927697842,0.900539568,1,0.999640288,0.771133094,,,0.946232488,0.898920863,0.927697842,0.900539568,1,0.999640288,0.771133094
0.009766969,0.013584755,0.006523989,6.34E-05,0,1.04E-05,0.160354273,,,0.946232488,0.898920863,0.927697842,0.900539568,1,0.999640288,0.771133094
0.009766969,0.013584755,0.006523989,6.34E-05,0,1.04E-05,0.160354273,,,0.946232488,0.898920863,0.927697842,0.900539568,1,0.999640288,0.771133094
0.053767512,0.101079137,0.072302158,0.099460432,0,0.000359712,0.228866906,,,0.884892086,0.864388489,0.911870504,0.993705036,0.899280576,0.898920863,0.715377698
0.946232488,0.898920863,0.927697842,0.900539568,1,0.999640288,0.771133094,,,0.946232488,0.898920863,0.927697842,0.900539568,1,0.999640288,0.771133094
0.009766969,0.013584755,0.006523989,6.34E-05,0,1.04E-05,0.160354273,,,0.946232488,0.898920863,0.927697842,0.900539568,1,0.999640288,0.771133094
0.009766969,0.013584755,0.006523989,6.34E-05,0,1.04E-05,0.160354273,,,0.946232488,0.898920863,0.927697842,0.900539568,1,0.999640288,0.771133094
0.053767512,0.101079137,0.072302158,0.099460432,0,0.000359712,0.228866906,,,,,,,,,
0.946232488,0.898920863,0.927697842,0.900539568,1,0.999640288,0.771133094,,,,,,,,,
0.009766969,0.013584755,0.006523989,6.34E-05,0,1.04E-05,0.160354273,,,,,,,,,
0.009766969,0.013584755,0.006523989,6.34E-05,0,1.04E-05,0.160354273,,,,,,,,,
0.115107914,0.135611511,0.088129496,0.006294964,0.100719424,0.101079137,0.284622302,,,,,,,,,
0.884892086,0.864388489,0.911870504,0.993705036,0.899280576,0.898920863,0.715377698,,,,,,,,,
0.000960383,0.004109382,0.000549579,2.44E-05,7.02E-33,1.04E-05,0.104173191,,,,,,,,,
0.000960383,0.004109382,0.000549579,2.44E-05,2.00E-31,1.04E-05,0.104173191,,,,,,,,,
0.053767512,0.101079137,0.072302158,0.099460432,0,0.000359712,0.228866906,,,,,,,,,
0.946232488,0.898920863,0.927697842,0.900539568,1,0.999640288,0.771133094,,,,,,,,,
0.009766969,0.013584755,0.006523989,6.34E-05,0,1.04E-05,0.160354273,,,,,,,,,
0.009766969,0.013584755,0.006523989,6.34E-05,0,1.04E-05,0.160354273,,,,,,,,,
0.053767512,0.101079137,0.072302158,0.099460432,0,0.000359712,0.228866906,,,,,,,,,
0.946232488,0.898920863,0.927697842,0.900539568,1,0.999640288,0.771133094,,,,,,,,,
0.009766969,0.013584755,0.006523989,6.34E-05,0,1.04E-05,0.160354273,,,,,,,,,
0.009766969,0.013584755,0.006523989,6.34E-05,0,1.04E-05,0.160354273,,,,,,,,,
0.053767512,0.101079137,0.072302158,0.099460432,0,0.000359712,0.228866906,,,,,,,,,
0.946232488,0.898920863,0.927697842,0.900539568,1,0.999640288,0.771133094,,,,,,,,,
0.009766969,0.013584755,0.006523989,6.34E-05,0,1.04E-05,0.160354273,,,,,,,,,
0.009766969,0.013584755,0.006523989,6.34E-05,0,1.04E-05,0.160354273,,,,,,,,,
1,1,1,1,1,1,1,,,,,,,,,
0.06209769,0.153597122,0.168345324,0.265107914,0.032553957,0.290017986,0.761241007,,,,,,,,,
0.93790231,0.846402878,0.831654676,0.734892086,0.967446043,0.709982014,0.238758993,,,0.93790231,0.846402878,0.831654676,0.734892086,0.967446043,0.709982014,0.238758993
0.011111747,0.012570315,0.00533589,3.33E-05,0.0003092,0.003000072,0.022047361,,,0.88943582,0.886330935,0.774100719,0.677338129,0.961870504,0.660791367,0.274190647
0.011111747,0.012570315,0.00533589,3.33E-05,0.0003092,0.003000072,0.022047361,,,0.849678152,0.765107914,0.909352518,0.85,0.855755396,0.797841727,0.166726619
0.11056418,0.113669065,0.225899281,0.322661871,0.038129496,0.339208633,0.725809353,,,0.734570239,0.676258993,0.833093525,0.960791367,0.70971223,0.811330935,0.070323741
0.88943582,0.886330935,0.774100719,0.677338129,0.961870504,0.660791367,0.274190647,,,0.83756153,0.805395683,0.744964029,0.702338129,0.895683453,0.741906475,0.191097122
0.008753921,0.013558195,0.00533589,3.33E-05,0.000525958,0.003005977,0.026612342,,,0.710336994,0.655755396,0.807913669,0.877697842,0.692805755,0.904316547,0.057553957
0.008753921,0.013558195,0.00533589,3.33E-05,0.000525958,0.003005977,0.026612342,,,0.234759561,0.242446043,0.11942446,0.022661871,0.307194245,0.095323741,0.711420863
0.150321848,0.234892086,0.090647482,0.15,0.144244604,0.202158273,0.833273381,,,,,,,,,
0.849678152,0.765107914,0.909352518,0.85,0.855755396,0.797841727,0.166726619,,,,,,,,,
0.005042842,0.005068251,0.007634998,3.33E-05,0.000512199,0.005103124,0.015044659,,,,,,,,,
0.005042842,0.005068251,0.007634998,3.33E-05,0.000512199,0.005103124,0.015044659,,,,,,,,,
0.265429761,0.323741007,0.166906475,0.039208633,0.29028777,0.188669065,0.929676259,,,,,,,,,
0.734570239,0.676258993,0.833093525,0.960791367,0.70971223,0.811330935,0.070323741,,,,,,,,,
8.57E-05,0.000136203,0.000150368,0.00105359,0.000247779,0.016070892,0.012031213,,,,,,,,,
8.57E-05,0.000136203,0.000150368,0.00105359,0.000247779,0.016070892,0.012031213,,,,,,,,,
0.16243847,0.194604317,0.255035971,0.297661871,0.104316547,0.258093525,0.808902878,,,,,,,,,
0.83756153,0.805395683,0.744964029,0.702338129,0.895683453,0.741906475,0.191097122,,,,,,,,,
0.003245264,0.008659653,0.000972354,1.24E-05,0.000517572,0.008103434,0.016040583,,,,,,,,,
0.003245264,0.008659653,0.000972354,1.24E-05,0.000517572,0.008103434,0.016040583,,,,,,,,,
